Employee_ID,Department,Location,Employment_Type,Shift_Type,Job_Level,Tenure_Months,Base_Salary,HRA,Allowances,Bonus,Overtime_Hours,Leaves_Taken,Sick_Leaves,Casual_Leaves,Late_Logins,Early_Logouts,Missed_Punches,Attendance_Variance,Salary_Change_Pct,Salary_Change_Count_6M,Performance_Rating,Training_Hours,Engagement_Score,Manual_Payroll_Edits,Policy_Violations,Previous_Audit_Flags,Manager_Changes,Remote_Work_Days,Travel_Days,Risk_Score,High_Risk
8392,Sales,Bangalore,Contract,Rotational,2,59,35952,14627,8270,0,11,10,3,3,4,0,0,0.23,3.3,0,4,14,3.09,1,0,1,0,3,8,0.049011648,0
8393,Finance,Hyderabad,Intern,Night,4,15,52386,21303,6237,5000,10,2,0,3,4,2,1,0.05,12.4,4,5,19,3.39,2,3,1,0,4,2,0.311615667,0
8394,Sales,Delhi,Full-Time,Rotational,1,18,38989,15069,8604,15000,6,6,0,0,4,5,4,0.2,8.3,3,3,23,4.78,2,0,0,0,5,8,0.21031147,0
8395,Finance,Delhi,Contract,Night,5,18,58742,20433,2451,10000,9,1,2,1,5,4,2,0.02,25,3,4,29,2.81,0,2,0,1,1,2,0.239598403,0
8396,Support,Mumbai,Contract,Day,5,35,61013,26781,3186,0,7,4,3,1,6,0,2,0.15,-7.7,4,2,21,3.66,3,0,0,0,3,0,0.227230194,0
8397,Sales,Pune,Contract,Night,3,30,40219,12977,4544,5000,12,6,3,0,3,0,4,0.2,3.5,3,4,46,3.71,1,2,0,2,0,2,0.290814935,0
8398,Admin,Pune,Intern,Day,1,7,39108,13349,2864,10000,19,3,1,5,1,5,4,,65,2,4,10,3.4,1,3,1,1,4,2,0.660826274,1
8399,HR,Delhi,Contract,Day,4,49,44388,15788,7768,0,1,6,3,1,6,3,0,0.12,17.4,1,2,26,4.28,0,2,0,1,5,2,0.127148701,0
8400,Support,Pune,Full-Time,Night,1,42,40604,16201,4757,15000,13,8,3,3,2,4,2,0.25,19.4,3,3,37,3.77,1,1,0,0,2,5,0.06833969,0
8401,Support,Hyderabad,Full-Time,Night,6,42,75850,28794,6496,15000,22,6,3,4,4,4,3,0.22,14.3,4,2,6,2.87,2,0,1,2,5,0,0.290438699,0
8402,Support,Bangalore,Intern,Day,1,55,29899,9971,7690,5000,9,0,2,3,6,0,0,,4.5,1,5,2,3.35,2,0,1,0,1,2,0.327178335,0
8403,Operations,Mumbai,Contract,Day,1,36,37236,15398,2752,0,15,8,0,5,3,0,1,0,36.9,2,4,13,4.43,0,2,1,2,5,2,0.478460138,1
8404,Sales,Mumbai,Full-Time,Night,1,33,28360,10934,5250,0,18,4,2,0,3,2,3,0.21,12.6,3,3,13,4.3,0,0,0,1,5,8,0.184774388,0
8405,IT,Pune,Contract,Night,2,63,34124,12380,2967,15000,12,5,2,4,2,2,3,0.17,25,3,2,32,4.37,3,1,1,2,5,5,0.373684648,1
8406,Support,Mumbai,Full-Time,Day,5,37,56375,24859,7597,15000,3,1,1,4,3,1,0,0.42,13.2,1,3,15,3.98,1,0,0,0,5,0,0.091335151,0
8407,Finance,Mumbai,Full-Time,Rotational,6,46,68835,27262,6824,10000,11,0,3,5,6,1,0,0.32,4.8,3,3,5,2.96,2,0,1,0,5,2,0.219253602,0
8408,Admin,Hyderabad,Full-Time,Day,2,74,39369,12920,7838,0,6,5,3,0,0,0,3,0.11,16.3,1,4,9,3.42,0,3,1,0,2,0,0.249924148,0
8409,Sales,Pune,Full-Time,Day,3,34,46387,16477,3999,15000,18,8,4,1,6,3,3,0.17,5.9,0,5,28,3.56,1,2,0,0,4,0,0.198129878,0
8410,Support,Chennai,Contract,Rotational,1,20,33183,11020,7171,10000,12,4,1,3,0,1,1,0.18,30.5,0,5,12,4.63,1,1,1,0,1,0,0.229214413,0
8411,Operations,Chennai,Intern,Day,6,65,74531,26932,5159,15000,13,10,3,0,6,1,1,0.25,4.4,4,4,15,2.73,1,1,0,2,2,0,0.111894208,0
8412,Admin,Hyderabad,Contract,Night,1,33,28706,11518,4370,5000,12,0,4,5,7,5,3,0.18,16.5,4,5,32,3.12,3,0,0,2,3,5,0.18923156,0
8413,IT,Pune,Contract,Day,4,52,53867,18752,7650,0,6,2,0,5,6,1,1,0.32,16.2,0,3,9,2.84,3,0,1,2,4,8,0.23750362,0
8414,Support,Hyderabad,Contract,Day,1,20,24325,10935,8252,10000,15,4,0,1,4,3,2,,16.1,2,3,15,3.68,3,0,0,0,5,0,0.268046582,0
8415,IT,Delhi,Intern,Night,6,38,66092,25799,2619,0,9,1,2,2,9,3,0,0.18,16.4,1,4,12,4.13,0,0,1,2,4,2,0.145064781,0
8416,Sales,Bangalore,Intern,Rotational,5,14,56485,22837,7077,0,17,3,4,1,11,1,4,0.12,5.3,1,2,8,3.51,2,0,0,0,4,5,0.160287895,0
8417,Operations,Hyderabad,Full-Time,Rotational,3,79,42777,16699,7903,5000,13,5,4,5,6,2,0,0.08,16.5,0,4,7,4.19,0,1,0,1,0,8,0.118488441,0
8418,Support,Mumbai,Full-Time,Night,6,46,62901,24259,5719,15000,4,5,1,4,8,2,2,0.24,21.3,1,4,24,3.19,0,1,0,0,0,0,0.05102286,0
8419,HR,Bangalore,Contract,Day,4,50,57208,20828,2493,15000,7,4,0,5,3,2,1,,-5.3,2,2,18,2.62,3,1,0,0,0,5,0.256590345,0
8420,Support,Mumbai,Full-Time,Day,1,28,28745,10946,2496,5000,11,2,4,4,5,4,0,0.26,-6.8,3,3,16,2.64,2,0,1,1,2,0,0.211298242,0
8421,Finance,Chennai,Intern,Rotational,3,50,37046,15208,3152,0,7,4,3,4,1,5,2,0.2,8.7,4,5,1,2.67,0,0,0,0,2,0,0.121546117,0
8422,Finance,Mumbai,Full-Time,Day,3,23,41833,15815,5203,0,21,4,4,5,6,1,1,0.12,-3.2,3,3,18,3.17,0,0,0,2,2,0,0.018303359,0
8423,Support,Chennai,Intern,Day,4,85,52269,18737,6972,15000,12,0,4,0,4,2,4,0.03,6.9,1,5,31,3.37,3,3,1,0,5,2,0.364949301,1
8424,Operations,Hyderabad,Contract,Day,3,41,45799,17824,2531,0,2,0,1,4,5,3,4,0.28,23.8,2,3,2,3.15,0,1,0,2,3,5,0.167635656,0
8425,IT,Hyderabad,Intern,Rotational,1,30,25683,10653,8747,10000,16,2,0,2,8,4,0,0.14,25,1,4,6,3.58,0,1,0,0,5,0,0.011329397,0
8426,Sales,Hyderabad,Full-Time,Day,5,13,62049,20788,8623,0,9,5,4,4,3,0,0,0.21,14.5,3,4,25,2.67,1,2,1,0,2,5,0.215241428,0
8427,HR,Pune,Full-Time,Night,6,39,64827,27851,5427,0,13,0,1,1,2,1,1,0.09,-1.2,4,3,17,3.32,2,0,1,2,5,0,0.264299675,0
8428,IT,Chennai,Intern,Day,2,15,30552,11268,5484,0,6,2,0,3,0,1,0,0.29,11.1,3,4,16,3.64,0,0,1,0,4,8,0.035970718,0
8429,Sales,Bangalore,Contract,Night,3,47,45848,18976,3333,15000,8,1,0,4,7,1,1,0.21,15.9,1,4,8,4.1,0,1,0,1,1,2,0.011035993,0
8430,HR,Pune,Intern,Night,6,32,72323,30586,3352,0,12,4,1,4,1,5,3,0.12,3,3,4,11,3.07,0,2,1,0,1,8,0.276919822,0
8431,Sales,Hyderabad,Intern,Rotational,2,50,32279,13758,5921,0,7,6,0,5,3,1,0,0.25,15.7,1,5,11,2.87,2,1,1,0,3,2,0.133108333,0
8432,Operations,Pune,Intern,Rotational,1,70,20658,7975,2167,0,10,3,2,0,5,1,0,,-5.8,4,4,3,4.21,1,0,1,1,0,8,0.295449501,0
8433,Admin,Mumbai,Intern,Night,1,81,31382,13761,5515,10000,2,1,4,5,5,2,4,0.16,-5.1,1,4,24,4.32,2,2,1,0,4,8,0.354576059,1
8434,IT,Hyderabad,Intern,Night,1,26,28196,9483,2968,5000,6,2,4,5,6,6,1,0.04,-20,3,5,41,2.58,1,0,0,2,1,8,0.077568698,0
8435,Support,Pune,Contract,Rotational,1,13,37232,15687,6026,10000,8,3,0,0,6,3,0,0.21,3.5,4,4,13,2.9,1,1,0,1,1,5,0.092838038,0
8436,Sales,Bangalore,Intern,Rotational,1,63,39186,14400,4749,0,1,2,1,3,3,5,0,0.19,19.4,0,3,20,2.59,0,3,1,0,3,0,0.160780326,0
8437,Finance,Pune,Contract,Rotational,6,36,68425,23104,3658,0,7,3,0,3,1,1,0,0.18,3.7,0,4,19,2.69,0,2,0,1,3,0,0.140369459,0
8438,HR,Hyderabad,Intern,Day,2,41,27208,9955,6454,0,6,3,2,4,7,2,2,0.25,65,0,4,35,2.87,0,3,0,2,5,8,0.392846632,1
8439,Operations,Pune,Full-Time,Night,3,34,47220,19589,7677,5000,7,8,1,4,7,4,3,0.28,2.1,1,2,48,4.74,2,1,0,0,5,8,0.131754715,0
8440,Admin,Mumbai,Contract,Rotational,6,41,66569,24175,3084,15000,5,6,3,1,2,0,3,0.13,2.8,3,3,11,4.14,3,3,1,2,4,0,0.471354525,1
8441,HR,Bangalore,Intern,Day,3,68,42926,17834,6022,0,13,4,2,4,4,3,3,,12.3,2,4,33,4.41,2,2,1,0,5,2,0.458849292,1
8442,Admin,Hyderabad,Full-Time,Night,4,63,55532,20250,8744,0,9,1,1,5,10,2,1,0.22,2.4,1,2,0,3.89,2,0,1,1,2,5,0.202314286,0
8443,IT,Hyderabad,Full-Time,Day,1,67,36332,15293,4179,0,8,3,3,1,10,2,3,0.24,-4.3,2,4,9,3.26,3,0,1,0,1,0,0.216992981,0
8444,Admin,Delhi,Contract,Rotational,6,22,76270,28244,3759,10000,10,1,1,4,2,4,1,0.25,12,3,3,30,3.76,3,1,1,0,4,0,0.206195438,0
8445,Admin,Bangalore,Full-Time,Day,2,45,35675,12046,2466,5000,13,5,1,2,0,0,1,0.01,17.7,2,5,0,3.17,3,0,0,0,0,0,0.066742901,0
8446,Admin,Pune,Full-Time,Day,4,52,56550,24234,3031,0,9,3,3,1,5,3,1,0.31,65,1,2,30,4.54,1,0,1,0,2,0,0.241349829,0
8447,IT,Delhi,Intern,Night,2,33,38011,12197,3680,15000,10,5,2,3,4,4,4,0,6.4,1,3,25,3.29,1,2,0,2,5,8,0.21574763,0
8448,Sales,Hyderabad,Full-Time,Rotational,5,54,57078,22406,7348,5000,6,3,3,2,1,4,3,0.04,5.1,2,4,51,2.93,3,0,0,0,4,0,0.184855909,0
8449,Operations,Delhi,Full-Time,Day,3,27,46814,18683,6919,15000,17,7,4,3,6,3,1,0.12,3.5,1,4,35,3.1,0,0,1,0,3,0,0.113544828,0
8450,Admin,Chennai,Full-Time,Rotational,5,77,66458,23227,3548,10000,7,3,2,5,2,2,0,0.11,10.6,0,4,15,3.9,2,0,1,0,3,5,0.23164905,0
8451,Finance,Delhi,Intern,Night,3,79,47334,19043,5237,15000,4,3,0,1,4,3,3,0.15,10.6,1,4,24,2.54,0,1,1,1,1,0,0.210489566,0
8452,HR,Bangalore,Contract,Rotational,2,35,32861,12593,6376,10000,9,2,1,4,4,4,2,,40,3,4,28,4.54,0,1,1,0,1,8,0.508899072,1
8453,Operations,Pune,Intern,Day,2,37,37720,15971,4919,10000,4,1,0,0,8,2,0,0.12,-20,1,2,0,3.65,3,0,1,2,2,0,0.296117071,0
8454,Support,Bangalore,Full-Time,Rotational,4,20,43874,15091,2453,0,10,3,1,2,9,5,0,0.17,-17.5,4,3,49,2.72,0,0,0,0,4,0,0.059878717,0
8455,HR,Hyderabad,Intern,Night,6,59,69945,24214,3639,5000,1,5,2,1,5,2,1,0.26,19.3,3,4,36,4.07,0,3,0,0,4,8,0.053666854,0
8456,Support,Pune,Intern,Rotational,2,40,40174,13332,6752,5000,1,5,4,4,2,7,0,0,2.8,3,4,6,3.26,1,1,0,0,3,8,0.078440807,0
8457,Sales,Chennai,Contract,Day,4,35,48745,18254,2118,10000,10,1,2,3,4,6,0,0.13,25,3,2,29,2.53,3,3,1,1,2,0,0.318445162,0
8458,Operations,Delhi,Full-Time,Night,5,37,64767,26358,8596,10000,16,3,0,1,2,2,2,0.22,-12.7,1,4,21,3.64,1,0,0,2,0,0,0.173201892,0
8459,Admin,Pune,Full-Time,Day,2,65,40197,15919,8979,0,14,7,0,0,1,4,2,0.21,-4.1,1,5,24,3.31,2,1,0,2,0,5,0.280667645,0
8460,Admin,Chennai,Contract,Day,3,59,42660,17746,7642,5000,6,1,4,5,3,0,0,0.14,-0.9,3,3,7,3.48,1,2,0,0,4,8,0.126182166,0
8461,Finance,Pune,Contract,Day,2,30,30590,10714,5439,15000,14,0,4,5,1,4,0,0.03,1,2,5,40,4.73,0,0,1,2,0,0,0.173104579,0
8462,Sales,Mumbai,Contract,Day,6,27,64353,20660,5444,10000,12,2,0,3,1,5,4,0.12,-9,1,5,27,3.88,1,1,1,0,0,0,0.220749877,0
8463,Admin,Pune,Full-Time,Rotational,5,30,64605,25725,6244,10000,10,5,3,2,9,5,0,0.19,19.6,2,3,30,3.08,0,1,0,1,2,8,0.105419347,0
8464,Finance,Hyderabad,Full-Time,Rotational,1,58,41488,16217,2358,0,13,1,0,5,0,1,1,0.24,1.1,0,3,3,2.91,0,1,0,0,0,5,0.000908186,0
8465,Admin,Chennai,Full-Time,Day,5,21,55931,21924,4679,10000,2,4,2,3,1,4,4,0.27,1.3,1,3,4,4.55,0,3,0,0,1,2,0.19947955,0
8466,Support,Chennai,Full-Time,Night,2,22,22416,8176,6856,5000,10,6,2,0,1,2,0,,26.1,4,4,38,2.83,3,0,0,0,4,8,0.215085316,0
8467,Finance,Hyderabad,Intern,Day,6,49,66121,28993,3131,0,22,0,0,2,3,0,0,0.17,4.1,1,4,32,3.08,1,2,1,0,2,0,0.173647431,0
8468,IT,Pune,Full-Time,Day,6,57,67968,26464,2988,5000,12,4,1,1,0,0,1,0.09,40,4,4,35,4.26,2,0,1,1,4,0,0.443653766,1
8469,IT,Delhi,Contract,Rotational,4,1,55099,20801,6528,0,13,1,3,4,4,6,4,0.17,7.2,1,3,43,4.5,3,2,1,0,1,5,0.364100659,1
8470,Sales,Pune,Intern,Night,1,31,35852,13037,2022,0,6,1,3,2,12,0,3,0.1,-5.7,0,5,16,3.42,3,1,0,1,3,5,0.255147214,0
8471,Admin,Mumbai,Full-Time,Day,4,69,47736,15399,5989,0,9,3,4,0,6,3,3,0.25,25,1,3,16,3.31,2,3,0,2,3,5,0.321433198,0
8472,IT,Bangalore,Contract,Day,4,56,52743,19687,8935,0,8,0,4,5,3,3,4,,2.9,4,3,38,3.08,3,2,0,0,3,5,0.462438439,1
8473,IT,Pune,Intern,Rotational,4,32,52789,20761,3474,0,13,4,1,2,6,3,4,0.29,7.1,1,3,23,4.34,0,1,1,2,1,0,0.244972573,0
8474,Operations,Delhi,Full-Time,Day,1,53,29857,9980,6011,10000,9,4,3,1,4,6,3,0.27,18.6,3,2,27,3.52,1,0,1,1,2,0,0.213206383,0
8475,Operations,Mumbai,Intern,Rotational,3,30,31773,11225,5699,0,8,9,0,1,3,3,1,0.15,12.8,2,4,7,3.74,0,2,1,0,1,0,0.14246907,0
8476,Sales,Chennai,Intern,Night,2,47,48596,16430,2023,0,2,0,0,2,3,2,1,0.21,25,2,5,33,3.59,1,2,0,2,5,0,0.148291428,0
8477,Support,Mumbai,Intern,Night,2,4,35334,13401,2498,0,13,2,4,4,2,3,2,0.05,-20,0,2,43,3.74,0,0,0,1,2,0,0.117935491,0
8478,IT,Delhi,Full-Time,Night,4,64,47571,15291,3696,0,6,4,1,1,0,1,2,0.05,21.9,1,4,19,3.77,2,0,1,1,2,0,0.294450572,0
8479,Support,Chennai,Contract,Day,3,15,42170,17749,5404,5000,4,3,2,3,4,1,4,0.18,2.8,4,3,35,4,0,0,1,0,4,8,0.157950785,0
8480,Finance,Delhi,Contract,Night,2,81,34109,14062,2335,15000,17,1,0,0,1,6,2,0.28,5.8,1,4,11,3.52,3,0,1,0,2,0,0.219646988,0
8481,Support,Mumbai,Full-Time,Day,6,60,70807,23441,3539,10000,6,5,4,2,0,4,0,0.07,-11.4,4,4,18,4.43,1,0,0,1,1,5,0.13619172,0
8482,Operations,Hyderabad,Intern,Day,4,25,49432,19284,7436,5000,4,2,4,5,4,3,3,0.15,10.9,3,3,5,2.81,1,1,1,0,0,0,0.169616874,0
8483,Admin,Delhi,Intern,Day,4,30,52030,22904,7962,15000,18,4,0,5,8,1,0,0.14,18.9,0,3,11,2.8,0,0,1,1,5,0,0.201012177,0
8484,IT,Chennai,Intern,Rotational,5,42,64793,21613,5145,15000,9,9,3,2,5,4,0,0.18,7.3,2,4,10,4.38,0,1,1,0,5,0,0.045636644,0
8485,Admin,Delhi,Full-Time,Day,2,43,34909,13826,3966,0,4,6,4,3,5,2,3,0.16,-1,2,5,26,4.1,1,1,0,0,4,0,0.075038737,0
8486,Support,Delhi,Full-Time,Rotational,2,90,35818,14312,3070,0,16,0,0,2,3,8,2,0.01,10.2,2,2,21,3.59,2,2,0,1,2,8,0.398404583,1
8487,Admin,Bangalore,Full-Time,Night,5,17,61881,26962,8013,10000,5,4,3,1,2,7,0,0.27,-10.9,2,4,11,4.62,0,3,0,1,3,8,0.145906107,0
8488,Sales,Bangalore,Intern,Rotational,5,36,50739,22629,2392,10000,20,3,4,1,7,1,0,0.31,-5.3,1,3,8,3.31,0,1,0,1,3,5,0.063877512,0
8489,HR,Chennai,Intern,Rotational,1,13,32003,10376,8620,0,19,1,1,3,0,6,3,0.16,-16,4,5,18,3.83,1,0,1,1,0,2,0.173128758,0
8490,Finance,Chennai,Contract,Night,3,35,48901,20353,5136,5000,2,3,1,3,9,4,2,0.34,22.6,3,4,11,2.8,0,0,0,0,5,8,0.09916508,0
8491,IT,Hyderabad,Contract,Night,2,44,35702,12236,6174,5000,3,6,2,2,4,4,1,0.17,2.7,1,3,26,4.79,1,1,1,0,5,0,0.082223587,0
8492,Sales,Pune,Intern,Day,1,56,27232,11761,5652,15000,4,3,1,3,6,2,3,0.07,15.1,3,2,24,2.71,1,1,0,0,2,8,0.136614077,0
8493,IT,Pune,Contract,Night,3,23,44202,14685,3871,10000,20,5,4,0,8,1,2,0.17,21.6,0,3,25,4.49,0,0,1,2,0,8,0.249030764,0
8494,Admin,Hyderabad,Full-Time,Night,6,72,61820,21804,3903,15000,8,4,2,0,2,3,1,0.17,3.7,1,4,20,2.53,1,0,0,0,4,2,-0.014975402,0
8495,Sales,Chennai,Intern,Day,2,46,23439,8661,5079,15000,10,6,3,0,3,2,1,0.18,11.8,4,4,29,4.26,0,3,0,1,4,2,0.162932147,0
8496,Sales,Chennai,Contract,Day,5,32,57979,25319,5636,5000,10,9,4,3,1,4,3,,4.5,3,3,6,2.54,3,2,1,0,0,5,0.512244022,1
8497,Sales,Hyderabad,Intern,Rotational,1,63,30142,12684,4017,5000,4,2,1,1,6,1,3,0.21,-4.3,0,4,16,4.2,0,1,1,2,4,2,0.186094481,0
8498,IT,Hyderabad,Full-Time,Night,1,47,35371,11373,5489,0,11,3,1,0,0,3,0,0.19,6.9,4,3,30,4.75,2,0,0,0,2,0,0.085617075,0
8499,Admin,Delhi,Intern,Night,6,60,75734,28001,4280,5000,11,2,0,1,0,3,2,0.21,-3.4,4,4,32,3.19,0,1,1,0,4,0,0.131451952,0
8500,Sales,Chennai,Contract,Day,4,54,53873,23650,7436,0,11,2,0,0,6,2,4,0.16,-0.2,1,3,14,3.64,1,3,1,0,2,8,0.22125677,0
8501,Finance,Mumbai,Intern,Day,3,14,53135,19064,6603,15000,3,5,4,2,9,4,4,0.15,25,2,3,8,3.23,2,2,0,0,5,0,0.294393548,0
8502,HR,Hyderabad,Intern,Day,6,54,66784,24548,7804,15000,15,2,3,3,5,0,4,0.34,12.2,4,4,24,4.03,1,2,0,1,2,5,0.24672656,0
8503,Admin,Mumbai,Full-Time,Night,2,51,41422,14668,3717,10000,11,6,1,1,3,3,2,0.34,13,3,3,42,2.6,0,0,0,1,0,0,0.081100285,0
8504,Finance,Chennai,Contract,Rotational,6,47,61929,20130,7071,5000,8,2,4,1,4,3,1,0.1,4.2,0,3,26,4.68,0,0,1,1,4,8,0.138941809,0
8505,Finance,Delhi,Contract,Day,4,20,53912,22621,2478,5000,15,0,3,4,4,1,0,0.13,-3.4,1,3,43,4.34,1,0,0,1,3,0,0.091068793,0
8506,Operations,Bangalore,Full-Time,Rotational,6,41,67283,24965,2030,5000,8,4,1,1,2,6,4,0.26,1.8,1,2,11,3.78,0,2,0,0,1,0,0.192989425,0
8507,Operations,Chennai,Contract,Night,6,33,72845,31999,5150,5000,0,3,3,1,8,2,0,0.07,25,0,4,26,3.32,2,1,1,1,4,8,0.225942822,0
8508,Finance,Pune,Contract,Rotational,6,39,76299,25672,7131,10000,4,7,1,0,3,5,3,0.21,3.3,1,2,6,3.42,3,0,1,0,5,0,0.224486811,0
8509,Operations,Hyderabad,Full-Time,Rotational,4,27,53299,21788,6063,5000,11,8,4,1,2,0,4,0.29,1.6,0,4,5,3.94,2,0,0,0,0,0,0.213766816,0
8510,Support,Delhi,Contract,Night,4,37,55459,18459,2819,15000,8,3,2,4,0,5,3,0.22,1.2,1,2,8,3.42,3,1,1,2,3,5,0.335793081,1
8511,Operations,Hyderabad,Contract,Rotational,6,36,65425,26269,4354,0,11,5,4,1,5,2,0,0.21,2.9,0,4,11,3.9,1,3,0,2,0,5,0.212036617,0
8512,Support,Pune,Intern,Night,2,51,43431,17154,3158,5000,2,0,4,3,6,4,0,0.14,5.7,1,2,25,3.76,2,1,0,0,5,8,0.073547662,0
8513,IT,Delhi,Full-Time,Rotational,3,53,43262,17647,4386,0,2,0,2,1,3,4,3,0.32,13.3,2,4,31,4.08,2,0,1,0,1,0,0.318641219,0
8514,Support,Pune,Intern,Day,2,48,31967,12625,8746,0,5,7,3,3,3,8,0,0.2,7.7,0,4,19,3.54,0,0,1,0,2,5,0.069921085,0
8515,Admin,Pune,Contract,Night,5,52,59322,20373,7068,15000,19,3,0,4,4,3,3,0.13,-9.2,1,5,34,2.93,2,3,1,1,0,2,0.421169754,1
8516,Admin,Mumbai,Intern,Rotational,5,5,63698,21638,6530,0,5,1,2,3,5,2,3,0.02,-20,1,5,22,2.6,1,1,1,2,4,8,0.272774708,0
8517,Sales,Chennai,Contract,Night,1,34,34536,12372,8109,10000,5,2,4,0,7,1,3,0.2,8.3,4,2,7,4.64,3,3,0,0,0,0,0.349005221,1
8518,Finance,Delhi,Intern,Night,2,28,37553,13690,4928,0,19,2,2,5,3,0,2,0.15,-9.3,0,2,49,2.78,3,1,1,2,1,0,0.361262353,1
8519,Sales,Pune,Intern,Day,3,35,44768,19067,4514,15000,11,6,0,1,8,2,2,,18.1,3,4,33,4.42,1,1,0,0,0,8,0.175558622,0
8520,Admin,Hyderabad,Intern,Day,4,2,49942,21860,2258,5000,6,5,0,4,10,2,0,0.11,-0.3,4,2,21,2.73,3,1,1,0,4,8,0.146822774,0
8521,Sales,Mumbai,Contract,Night,4,23,45936,17471,8490,5000,10,5,2,0,4,3,4,0.19,10.8,1,2,34,2.77,3,0,1,1,0,8,0.264904291,0
8522,HR,Mumbai,Contract,Day,3,45,41364,16975,3769,10000,8,5,3,2,2,3,0,0.18,18.8,4,4,8,4.11,0,2,0,2,4,0,0.112329096,0
8523,IT,Mumbai,Intern,Day,2,38,41832,17565,6141,5000,19,2,0,0,8,3,4,0.25,6.3,4,3,3,3.49,1,0,1,2,2,5,0.176761004,0
8524,Sales,Chennai,Intern,Night,2,48,36587,12760,8907,0,7,2,4,0,0,1,2,0.26,25,0,5,36,3.98,2,0,0,2,5,2,0.217807613,0
8525,Support,Chennai,Intern,Rotational,3,37,38313,16603,3575,0,5,6,4,3,6,8,1,0.12,1.1,1,4,4,4.24,1,2,1,2,5,2,0.207392626,0
8526,Sales,Pune,Full-Time,Day,4,47,59053,25176,4033,0,8,1,1,5,1,4,4,0.09,-20,1,4,22,4.29,0,2,0,2,1,0,0.197056751,0
8527,Support,Bangalore,Intern,Rotational,2,46,41748,18689,2441,10000,13,2,4,1,4,3,4,0.12,17.8,0,4,28,3.6,0,1,1,2,4,0,0.26297653,0
8528,Sales,Mumbai,Contract,Rotational,5,57,64304,24375,5319,0,15,7,3,2,5,2,0,0.18,25,1,4,35,2.51,1,3,0,0,0,0,0.13496379,0
8529,IT,Bangalore,Intern,Day,4,38,54773,22116,6197,5000,9,0,0,4,2,2,2,0.2,19,1,3,42,4.24,1,1,1,1,4,5,0.192855978,0
8530,Support,Hyderabad,Full-Time,Rotational,6,26,68206,29663,6310,0,14,5,4,0,5,2,4,0.24,22.7,1,4,43,3.39,2,1,1,0,4,0,0.286016395,0
8531,Support,Chennai,Contract,Rotational,5,22,58829,19811,3677,15000,5,8,0,2,5,0,3,0.09,10.7,1,5,32,4.45,2,0,1,0,1,5,0.31682085,0
8532,Operations,Mumbai,Intern,Day,3,50,40110,15693,5171,10000,6,3,1,0,2,2,0,0.16,25,2,3,36,3.53,2,1,0,0,0,5,0.129170235,0
8533,Admin,Pune,Intern,Day,3,20,45397,16838,6124,5000,13,2,3,4,6,3,0,0.16,9.8,0,4,14,3.06,0,1,1,0,0,0,0.035122742,0
8534,Sales,Hyderabad,Intern,Night,3,44,44260,19797,8718,0,16,2,2,0,5,5,3,,-12.6,3,5,0,4.22,1,3,0,0,0,0,0.251570369,0
8535,IT,Chennai,Intern,Night,2,38,37251,15727,7267,0,13,0,2,2,4,2,1,0.18,8.1,0,3,16,3.26,3,0,1,0,5,2,0.139756268,0
8536,Support,Bangalore,Contract,Rotational,2,24,31030,9999,6024,15000,7,2,2,2,3,3,1,0.38,5.5,1,5,32,3.57,3,1,0,1,0,2,0.144336253,0
8537,IT,Bangalore,Full-Time,Day,3,44,46940,19060,5088,15000,12,8,0,5,6,0,3,0.14,-10,3,2,37,3.25,1,0,0,1,4,0,0.135379377,0
8538,IT,Bangalore,Full-Time,Day,2,52,41582,13575,4451,0,8,2,3,1,6,1,3,0.18,16.2,1,4,21,3.12,3,0,1,0,1,2,0.246478563,0
8539,Sales,Chennai,Contract,Rotational,1,63,29673,12880,4098,15000,12,4,1,2,5,0,1,0.38,1.7,1,5,10,2.76,1,3,0,1,5,5,0.12479816,0
8540,Sales,Delhi,Contract,Night,6,21,61749,26600,6209,0,11,8,4,0,3,0,0,0.27,4.4,0,4,35,4.62,3,1,1,0,3,0,0.214350043,0
8541,Admin,Hyderabad,Full-Time,Day,6,36,62415,21222,4637,0,12,7,4,3,2,4,4,0.12,3.8,0,3,18,3.4,0,1,0,0,5,2,0.12976548,0
8542,IT,Delhi,Intern,Night,5,14,52854,22568,8466,0,22,6,2,0,3,4,3,0,-4.3,0,4,34,4.15,3,0,0,1,2,0,0.229367601,0
8543,Finance,Chennai,Full-Time,Rotational,6,18,65879,21123,6745,0,4,2,1,0,8,2,2,0.1,7,4,2,25,2.76,3,0,0,1,3,5,0.299651738,0
8544,IT,Delhi,Contract,Day,1,41,32574,11836,8944,0,11,1,4,5,5,3,1,0.06,-1.3,0,4,29,3.73,0,3,1,0,5,5,0.221593863,0
8545,Support,Chennai,Intern,Rotational,6,66,66675,29845,4877,0,19,2,4,3,5,5,4,0.22,7.9,1,5,39,3.88,1,1,1,1,2,5,0.247079767,0
8546,Finance,Chennai,Intern,Rotational,6,26,68295,28781,4372,5000,1,3,4,4,6,2,0,0.1,8.8,0,4,20,3.38,1,3,0,1,2,5,0.204464756,0
8547,Sales,Pune,Intern,Rotational,6,40,57092,25384,3206,15000,5,2,4,2,1,1,0,0.17,10.5,1,5,6,4.32,3,1,1,1,1,8,0.262584751,0
8548,Operations,Bangalore,Full-Time,Rotational,2,47,40737,17435,4861,0,4,2,0,4,5,1,3,0.17,9.3,0,2,24,3.25,1,0,0,0,1,0,0.084458541,0
